sample_index_start,sample_index_end,t_epoch_start,t_epoch_end,elapsed_hours,model,seed,test_id,window_id,split,time_hours,HI_true,HI_pred,damage_true,damage_pred,increment_true,increment_pred,rate_true,fpt_event_target,accel_state_target,warning_target,fpt_prob,accel_prob,warning_prob,gate,multiplier,extra_increment,calibrated_decision,calibrated_raw,calibrated_target
17792,18047,734360.993971829,734360.995168819,1.9998469445854423,MultiplierEventPGRGRU_seed42,42,34,140,test,1.9998469352722168,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1766014844179153,0.4180439114570617,0.0044001713395118,0.0408618673682212,1.129419445991516,0.0,0,0,0
17920,18175,734360.994572569,734360.995769491,2.014263072051108,MultiplierEventPGRGRU_seed42,42,34,141,test,2.014263153076172,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1765298247337341,0.417953222990036,0.0044006104581058,0.0408268049359321,1.1294664144515991,0.0,0,0,0
18048,18303,734360.995173391,734360.99637044,2.028685849159956,MultiplierEventPGRGRU_seed42,42,34,142,test,2.0286858081817627,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1765433102846145,0.4181248545646667,0.0043971352279186,0.0408563092350959,1.1294656991958618,0.0,0,0,0
18176,18431,734360.995774062,734360.996972523,2.043135842308402,MultiplierEventPGRGRU_seed42,42,34,143,test,2.04313588142395,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1764840483665466,0.4183006584644317,0.0043941112235188,0.0408754497766494,1.1294499635696411,0.0,0,0,0
18304,18559,734360.996375023,734360.997572824,2.0575430653989315,MultiplierEventPGRGRU_seed42,42,34,144,test,2.0575430393218994,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1765062510967254,0.4182707965373993,0.0043937149457633,0.0408526286482811,1.129516839981079,0.0,0,0,0
18432,18687,734360.996975868,734360.998173854,2.071967784315348,MultiplierEventPGRGRU_seed42,42,34,145,test,2.071967840194702,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1765147447586059,0.4183536469936371,0.0043934378772974,0.0408588871359825,1.1295316219329834,0.0,0,0,0
18560,18815,734360.997576817,734360.998774329,2.0863791843876243,MultiplierEventPGRGRU_seed42,42,34,146,test,2.086379289627075,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1764655858278274,0.4183530211448669,0.0043929368257522,0.040842093527317,1.1295583248138428,0.0,0,0,0
18688,18943,734360.998177222,734360.999375567,2.100808896124363,MultiplierEventPGRGRU_seed42,42,34,147,test,2.10080885887146,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1763927489519119,0.4183927774429321,0.0043917340226471,0.040826179087162,1.1295878887176514,0.0,0,0,0
18816,19071,734360.99877831,734360.999974884,2.1151925045996904,MultiplierEventPGRGRU_seed42,42,34,148,test,2.115192413330078,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1737431436777115,0.4084254205226898,0.0045384685508906,0.0385889895260334,1.131356954574585,0.0,0,0,0
18944,19199,734360.999378912,734361.000575787,2.129614178091288,MultiplierEventPGRGRU_seed42,42,34,149,test,2.1296141147613525,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.179950550198555,0.4276260137557983,0.0043729552999138,0.0434089228510856,1.127647876739502,0.0,0,0,0
19072,19327,734360.999980671,734361.001176713,2.1440364019945264,MultiplierEventPGRGRU_seed42,42,34,150,test,2.144036293029785,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1765611469745636,0.4189545512199402,0.0043784668669104,0.0408428199589252,1.1296265125274658,0.0,0,0,0
19200,19455,734361.000581829,734361.001777928,2.158465560525656,MultiplierEventPGRGRU_seed42,42,34,151,test,2.158465623855591,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1763201057910919,0.41884645819664,0.0043804333545267,0.0408112257719039,1.1296775341033936,0.0,0,0,0
19328,19583,734361.001182535,734361.002378692,2.17288389801979,MultiplierEventPGRGRU_seed42,42,34,152,test,2.172883987426758,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1762684434652328,0.4189298152923584,0.0043806415051221,0.0408270768821239,1.1296871900558472,0.0,0,0,0
19456,19711,734361.001783947,734361.002981262,2.1873455783352256,MultiplierEventPGRGRU_seed42,42,34,153,test,2.187345504760742,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1737120300531387,0.4087059497833252,0.0045314165763556,0.0385658480226993,1.1315228939056396,0.0,0,0,0
19584,19839,734361.002384514,734361.003580775,2.2017338890582323,MultiplierEventPGRGRU_seed42,42,34,154,test,2.2017338275909424,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1764589250087738,0.4181714057922363,0.0044348365627229,0.0408491715788841,1.1296846866607666,0.0,0,0,0
19712,19967,734361.002984606,734361.004181806,2.216158633120358,MultiplierEventPGRGRU_seed42,42,34,155,test,2.216158628463745,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1802757084369659,0.4284513592720032,0.0043496345169842,0.043465320020914,1.127708911895752,0.0,0,0,0
19840,20095,734361.003586551,734361.004782396,2.2305727936327457,MultiplierEventPGRGRU_seed42,42,34,156,test,2.2305727005004883,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1763760894536972,0.419616550207138,0.0043601975776255,0.0408336967229843,1.1297192573547363,0.0,0,0,0
19968,20223,734361.004187824,734361.005383727,2.245004737749696,MultiplierEventPGRGRU_seed42,42,34,157,test,2.245004653930664,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1760976463556289,0.4192869961261749,0.0043668122962117,0.0407689288258552,1.1298270225524902,0.0,0,0,0
20096,20351,734361.004787002,734361.005984433,2.2594216810539365,MultiplierEventPGRGRU_seed42,42,34,158,test,2.2594215869903564,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1759042888879776,0.4189817607402801,0.0043722037225961,0.0407081805169582,1.129881501197815,0.0,0,0,0
20224,20479,734361.005388252,734361.006584988,2.27383500058204,MultiplierEventPGRGRU_seed42,42,34,159,test,2.2738349437713623,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1735338568687439,0.4093275368213653,0.0045158611610531,0.0385895818471908,1.1316101551055908,0.0,0,0,0
20352,20607,734361.005989062,734361.007186377,2.288268336094916,MultiplierEventPGRGRU_seed42,42,34,160,test,2.2882683277130127,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1796533465385437,0.4283831715583801,0.0043547176755964,0.0433831512928009,1.1278879642486572,0.0,0,0,0
20480,20735,734361.006590764,734361.00778728,2.302690009586513,MultiplierEventPGRGRU_seed42,42,34,161,test,2.302690029144287,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1761570423841476,0.4194495379924774,0.0043624485842883,0.040747407823801,1.1299118995666504,0.0,0,0,0
20608,20863,734361.007192431,734361.008388831,2.317127234302461,MultiplierEventPGRGRU_seed42,42,34,162,test,2.317127227783203,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1760335266590118,0.4194945693016052,0.0043650236912071,0.0407639890909194,1.1299383640289309,0.0,0,0,0
20736,20991,734361.007791933,734361.008989688,2.33154780138284,MultiplierEventPGRGRU_seed42,42,34,163,test,2.331547737121582,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1759211122989654,0.4196605980396271,0.0043668332509696,0.0407899431884288,1.129916787147522,0.0,0,0,0
20864,21119,734361.008394838,734361.009590972,2.3459786167368293,MultiplierEventPGRGRU_seed42,42,34,164,test,2.3459784984588623,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.175854206085205,0.419503778219223,0.0043695992790162,0.040744163095951,1.1299757957458496,0.0,0,0,0
20992,21247,734361.00899434,734361.01019206,2.36040472984314,MultiplierEventPGRGRU_seed42,42,34,165,test,2.36040472984314,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1758496463298797,0.4194940030574798,0.0043715727515518,0.0407358817756176,1.1300023794174194,0.0,0,0,0
21120,21375,734361.009595613,734361.010793437,2.3748377775773406,MultiplierEventPGRGRU_seed42,42,34,166,test,2.374837875366211,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1758314669132232,0.4195669293403625,0.0043699271045625,0.0407429747283458,1.1300108432769775,0.0,0,0,0
21248,21503,734361.01019669,734361.011394375,2.389260289259255,MultiplierEventPGRGRU_seed42,42,34,167,test,2.3892602920532227,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1757385432720184,0.4196290075778961,0.0043688882142305,0.0407342240214347,1.130015254020691,0.0,0,0,0
21376,21631,734361.010797951,734361.011995706,2.403692233376205,MultiplierEventPGRGRU_seed42,42,34,168,test,2.4036922454833984,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1758292317390442,0.4196785092353821,0.0043676788918673,0.0407416373491287,1.1300544738769531,0.0,0,0,0
21504,21759,734361.011398958,734361.012596667,2.4181152982637286,MultiplierEventPGRGRU_seed42,42,34,169,test,2.4181153774261475,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1758307814598083,0.4196551740169525,0.004366754554212,0.0407277382910251,1.1300891637802124,0.0,0,0,0
21632,21887,734361.012000289,734361.01319875,2.432565288618207,MultiplierEventPGRGRU_seed42,42,34,170,test,2.432565212249756,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1758350133895874,0.4197488129138946,0.0043619121424853,0.040740966796875,1.1300923824310305,0.0,0,0,0
21760,22015,734361.012601238,734361.01380022,2.4470005687326197,MultiplierEventPGRGRU_seed42,42,34,171,test,2.447000503540039,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1757083982229232,0.4197944402694702,0.0043614585883915,0.0407217219471931,1.130098819732666,0.0,0,0,0
21888,22143,734361.013202755,734361.014400856,2.461415832862258,MultiplierEventPGRGRU_seed42,42,34,172,test,2.4614157676696777,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1757454574108123,0.4198825657367706,0.0043617486953735,0.0407286621630191,1.1301274299621582,0.0,0,0,0
22016,22271,734361.013803576,734361.015002581,2.475857234559953,MultiplierEventPGRGRU_seed42,42,34,173,test,2.4758572578430176,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1756832599639892,0.4198688268661499,0.0043618809431791,0.040706843137741,1.130152463912964,0.0,0,0,0
22144,22399,734361.014404734,734361.015602454,2.490254184231162,MultiplierEventPGRGRU_seed42,42,34,174,test,2.490254163742065,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1731878817081451,0.4101763665676117,0.0045030289329588,0.0385382920503616,1.13188636302948,0.0,0,0,0
22272,22527,734361.015005949,734361.016204954,2.504714185371995,MultiplierEventPGRGRU_seed42,42,34,175,test,2.504714250564575,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.179299846291542,0.4291460514068603,0.0043415348045527,0.0433180518448352,1.128204584121704,0.0,0,0,0
22400,22655,734361.015608264,734361.016806192,2.5191438971087337,MultiplierEventPGRGRU_seed42,42,34,176,test,2.51914381980896,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1759407520294189,0.4204230308532715,0.0043471488170325,0.0407328456640243,1.130199313163757,0.0,0,0,0
22528,22783,734361.016210984,734361.017407569,2.5335769448429346,MultiplierEventPGRGRU_seed42,42,34,177,test,2.5335769653320312,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1756932884454727,0.4202905297279358,0.0043510738760232,0.0406997762620449,1.1302428245544434,0.0,0,0,0
22656,22911,734361.016812037,734361.018008889,2.5480086263269186,MultiplierEventPGRGRU_seed42,42,34,178,test,2.548008680343628,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1755697876214981,0.4200621843338012,0.0043547339737415,0.040648128837347,1.1303037405014038,0.0,0,0,0
22784,23039,734361.017413681,734361.01861147,2.56247056927532,MultiplierEventPGRGRU_seed42,42,34,179,test,2.5624706745147705,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1731356680393219,0.4102226197719574,0.0045027211308479,0.0384785644710063,1.1320579051971436,0.0,0,0,0
22912,23167,734361.018014653,734361.019211424,2.576869466342032,MultiplierEventPGRGRU_seed42,42,34,180,test,2.576869487762451,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1757388263940811,0.4196025133132934,0.0044091818854212,0.0407291166484355,1.1302179098129272,0.0,0,0,0
23040,23295,734361.018614838,734361.019812755,2.591301410458982,MultiplierEventPGRGRU_seed42,42,34,181,test,2.591301441192627,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1794487684965133,0.4297106564044952,0.0043268692679703,0.0433188527822494,1.1282562017440796,0.0,0,0,0
23168,23423,734361.019217222,734361.020413819,2.605726945213973,MultiplierEventPGRGRU_seed42,42,34,182,test,2.605726957321167,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1758166551589965,0.4209002554416656,0.0043406919576227,0.0407058931887149,1.1302918195724487,0.0,0,0,0
23296,23551,734361.019818808,734361.021015093,2.620157520286739,MultiplierEventPGRGRU_seed42,42,34,183,test,2.620157480239868,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1756044328212738,0.4206713736057281,0.0043469918891787,0.0406755879521369,1.1303640604019165,0.0,0,0,0
23424,23679,734361.020419664,734361.021616308,2.634586681611836,MultiplierEventPGRGRU_seed42,42,34,184,test,2.6345865726470947,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1753484606742859,0.4206034243106842,0.0043476507999002,0.0406540296971797,1.1303602457046509,0.0,0,0,0
23552,23807,734361.021019722,734361.022218715,2.649044450372457,MultiplierEventPGRGRU_seed42,42,34,185,test,2.6490445137023926,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1754268854856491,0.4206208288669586,0.004347822163254,0.0406690686941146,1.1303980350494385,0.0,0,0,0
23680,23935,734361.021620903,734361.022819086,2.663453352637589,MultiplierEventPGRGRU_seed42,42,34,186,test,2.6634533405303955,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1788958311080932,0.4302690029144287,0.0042834058403968,0.0432265438139438,1.1284390687942505,0.0,0,0,0
23808,24063,734361.022222616,734361.023420417,2.677885296754539,MultiplierEventPGRGRU_seed42,42,34,187,test,2.6778852939605717,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1727025806903839,0.411597728729248,0.0044432468712329,0.0384512729942798,1.1322431564331057,0.0,0,0,0
23936,24191,734361.022825174,734361.024021725,2.6923166904598475,MultiplierEventPGRGRU_seed42,42,34,188,test,2.692316770553589,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1751748472452163,0.4203748703002929,0.0043659955263137,0.0406369231641292,1.1304724216461182,0.0,0,0,0
24064,24319,734361.023426238,734361.024623137,2.7067505763843656,MultiplierEventPGRGRU_seed42,42,34,189,test,2.706750631332397,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.175212025642395,0.4203365743160248,0.0043593593873083,0.0405941344797611,1.130484104156494,0.0,0,0,0
24192,24447,734361.024026343,734361.025224607,2.721185856498778,MultiplierEventPGRGRU_seed42,42,34,190,test,2.7211859226226807,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1754595339298248,0.4207126498222351,0.0043539484031498,0.0406712181866169,1.1304755210876465,0.0,0,0,0
24320,24575,734361.024627801,734361.025825775,2.7356138890609145,MultiplierEventPGRGRU_seed42,42,34,191,test,2.735613822937012,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.175509974360466,0.4209714829921722,0.0043500023894011,0.0407071523368358,1.1304646730422974,0.0,0,0,0
24448,24703,734361.025229294,734361.026427546,2.7500563943758607,MultiplierEventPGRGRU_seed42,42,34,192,test,2.750056505203247,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1753995716571808,0.4208956956863403,0.00434908317402,0.0406570546329021,1.1305118799209597,0.0,0,0,0
24576,24831,734361.025830382,734361.027028912,2.764489176683128,MultiplierEventPGRGRU_seed42,42,34,193,test,2.76448917388916,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1752311587333679,0.420883297920227,0.0043490356765687,0.0406199358403682,1.1305303573608398,0.0,0,0,0
24704,24959,734361.026432141,734361.027630556,2.778928633779288,MultiplierEventPGRGRU_seed42,42,34,194,test,2.778928518295288,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.175310418009758,0.4209997951984405,0.004347582347691,0.0406426899135112,1.1305513381958008,0.0,0,0,0
24832,25087,734361.027033495,734361.028233079,2.793389185331762,MultiplierEventPGRGRU_seed42,42,34,195,test,2.793389081954956,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1752307415008545,0.4210620522499084,0.0043456014245748,0.0406381897628307,1.1305469274520874,0.0,0,0,0
24960,25215,734361.02763515,734361.028834352,2.8078197380527854,MultiplierEventPGRGRU_seed42,42,34,196,test,2.8078198432922363,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1752893775701522,0.4210749566555023,0.0043453928083181,0.0406325832009315,1.1305938959121704,0.0,0,0,0
25088,25343,734361.028236481,734361.029436157,2.822263056412339,MultiplierEventPGRGRU_seed42,42,34,197,test,2.82226300239563,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1752253025770187,0.4211112558841705,0.0043453578837215,0.0406195633113384,1.1306109428405762,0.0,0,0,0
25216,25471,734361.028838252,734361.03003625,2.836665289476514,MultiplierEventPGRGRU_seed42,42,34,198,test,2.836665391921997,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1727416366338729,0.4112143516540527,0.0044890283606946,0.0384157747030258,1.1323800086975098,0.0,0,0,0
25344,25599,734361.029439537,734361.030637963,2.851106400601566,MultiplierEventPGRGRU_seed42,42,34,199,test,2.8511064052581787,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1787738353013992,0.4302912950515747,0.0043283668346703,0.0432244911789894,1.128656983375549,0.0,0,0,0
25472,25727,734361.030041991,734361.031239248,2.865537241101265,MultiplierEventPGRGRU_seed42,42,34,200,test,2.865537166595459,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1754950433969497,0.4217190146446228,0.0043310681357979,0.0406688004732131,1.130617380142212,0.0,0,0,0
25600,25855,734361.030644039,734361.031840845,2.879975569434464,MultiplierEventPGRGRU_seed42,42,34,201,test,2.8799755573272705,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1752549856901168,0.4214822947978973,0.0043334579095244,0.0406140759587287,1.130681037902832,0.0,0,0,0
25728,25983,734361.031245046,734361.032442546,2.8944163927808404,MultiplierEventPGRGRU_seed42,42,34,202,test,2.894416332244873,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1751276701688766,0.4215485155582428,0.004333171993494,0.040623553097248,1.1306695938110352,0.0,0,0,0
25856,26111,734361.031846875,734361.033044109,2.908853905275464,MultiplierEventPGRGRU_seed42,42,34,203,test,2.9088540077209477,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1751798242330551,0.4214664995670318,0.0043330509215593,0.0406096056103706,1.1307246685028076,0.0,0,0,0
25984,26239,734361.032447141,734361.033645532,2.923288056626916,MultiplierEventPGRGRU_seed42,42,34,204,test,2.923288106918335,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1751825958490371,0.4213836789131164,0.0043350961059331,0.0405881628394126,1.1307646036148071,0.0,0,0,0
26112,26367,734361.03304875,734361.034247199,2.937728064134717,MultiplierEventPGRGRU_seed42,42,34,205,test,2.9377281665802,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1752048581838607,0.4214933514595032,0.0043347259052097,0.0406099595129489,1.1307570934295654,0.0,0,0,0
26240,26495,734361.033650174,734361.0348486,2.952161690220237,MultiplierEventPGRGRU_seed42,42,34,206,test,2.9521617889404297,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.175169289112091,0.4214685261249542,0.0043349666520953,0.040592573583126,1.1307799816131592,0.0,0,0,0
26368,26623,734361.03425184,734361.03545081,2.966614728793502,MultiplierEventPGRGRU_seed42,42,34,207,test,2.9666147232055664,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1751748919486999,0.4215554893016815,0.0043333549983799,0.0406035594642162,1.1307862997055054,0.0,0,0,0
26496,26751,734361.034853241,734361.036052512,2.981055577285588,MultiplierEventPGRGRU_seed42,42,34,208,test,2.981055498123169,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1750615239143371,0.4215597510337829,0.0043343226425349,0.0405814498662948,1.1307964324951172,0.0,0,0,0
26624,26879,734361.035455451,734361.036655058,2.995516682043672,MultiplierEventPGRGRU_seed42,42,34,209,test,2.995516777038574,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1751038879156112,0.4216742217540741,0.0043366071768105,0.040596816688776,1.1308183670043943,0.0,0,0,0
26752,27007,734361.036057141,734361.037255752,3.0099333375692368,MultiplierEventPGRGRU_seed42,42,34,210,test,3.0099332332611084,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1784680634737014,0.4313461184501648,0.0042744604870676,0.0431523434817791,1.1288551092147827,0.0,0,0,0
26880,27135,734361.036658889,734361.0378575,3.0243752896785736,MultiplierEventPGRGRU_seed42,42,34,211,test,3.0243752002716064,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1723159253597259,0.4126273989677429,0.0044336998835206,0.038344744592905,1.1326711177825928,0.0,0,0,0
27008,27263,734361.037261806,734361.038459259,3.0388175044208765,MultiplierEventPGRGRU_seed42,42,34,212,test,3.038817405700684,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1748488247394561,0.4214581251144409,0.0043554184958338,0.0405557118356227,1.1309044361114502,0.0,0,0,0
27136,27391,734361.037862153,734361.039060775,3.05325388815254,MultiplierEventPGRGRU_seed42,42,34,213,test,3.0532538890838623,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1750138998031616,0.4217528998851776,0.0043453681282699,0.0405963994562625,1.1308525800704956,0.0,0,0,0
27264,27519,734361.0384639,734361.039663368,3.067716121673584,MultiplierEventPGRGRU_seed42,42,34,214,test,3.067716121673584,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1751049906015396,0.4218249022960663,0.0043413122184574,0.0405904948711395,1.1308906078338623,0.0,0,0,0
27392,27647,734361.039065382,734361.040265486,3.082166953012347,MultiplierEventPGRGRU_seed42,42,34,215,test,3.082166910171509,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1749432682991027,0.4217831492424011,0.0043404754251241,0.0405407398939132,1.1309163570404053,0.0,0,0,0
27520,27775,734361.03966728,734361.040867338,3.096611400134861,MultiplierEventPGRGRU_seed42,42,34,216,test,3.096611499786377,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1750281155109405,0.4219725728034973,0.004338742699474,0.0405730530619621,1.1309276819229126,0.0,0,0,0
27648,27903,734361.0402689,734361.041467951,3.1110261138528585,MultiplierEventPGRGRU_seed42,42,34,217,test,3.1110260486602783,0.9845301508903505,0.997394859790802,0.0154698323458433,0.0026051581371575,0.0,0.0,0.0,0.0,0.0,0.0,0.1784954965114593,0.4316760897636413,0.0042759180068969,0.0431438200175762,1.1289734840393066,0.0,0,0,0
